Crime_ID,City,Location,Date,Time,Crime_Type,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_ID,Ride_Date,Ride_Time,Pickup_Location,Drop_Location,Ride_Duration_Minutes,Distance_KM,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Rainfall_mm,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Traffic_Congestion_Level,Traffic_Avg_Speed_KMH,Road_Accidents_Reported,Nearby_CCTV_Cameras,Num_Police_Stations_Nearby,Uber_Ola_Route_Overlap,Public_Complaints,Time_of_Day,Passenger_Gender
1473,Mumbai,Juhu,2025-01-06,04:29:39,Theft,19.11737,72.827237,5,5.4,True,False,RIDE-20473,2025-01-06,04:29:39,Juhu,Ghatkopar,51.5,31.8,701.2,1.0,4.95,Completed,31.0,0.0,3.7,55.5,23.2,Foggy,High,29.8,0,20.0,3.0,0.35,None,Night,Male
1474,Delhi,Vasant Kunj,2024-10-30,02:40:43,Robbery,28.510489,77.132817,7,15.6,True,True,RIDE-20474,2024-10-30,02:40:43,Vasant Kunj,Dwarka,12.5,14.5,298.35,1.0,4.63,Completed,20.3,0.0,3.9,76.5,24.5,Hazy,High,28.1,0,6.0,1.0,0.57,Isolated dark stretch near bus stop,Night,Female
1475,Mumbai,Worli,2024-03-06,19:33:59,Burglary,22.37361,77.725216,7,16.0,False,False,RIDE-20475,2024-03-06,19:33:59,Worli,Ghatkopar,55.7,10.28,273.57,1.0,4.59,Completed,26.6,25.2,9.0,56.0,6.4,Thunderstorm,Medium,36.4,0,17.0,2.0,0.2,None,Evening,Female
1476,Delhi,Karol Bagh,2024-03-12,13:12:10,Harassment,28.64625,77.189567,8,25.7,True,True,RIDE-20476,2024-03-12,13:12:10,Karol Bagh,Rohini,14.8,15.81,380.12,1.0,4.9,Completed,30.5,27.4,8.7,74.8,20.8,Rainy,High,27.0,0,13.0,3.0,0.84,Broken CCTV cameras,Afternoon,Male
1477,Delhi,Pitampura,2025-02-03,00:02:12,Fraud,28.699967,77.118199,4,17.0,True,False,RIDE-20477,2025-02-03,00:02:12,Pitampura,Saket,67.5,5.11,167.32,1.0,4.18,Completed,36.4,19.0,6.7,28.1,15.7,Rainy,Medium,38.6,0,16.0,3.0,0.76,Suspicious gathering at night,Night,Male
1478,Mumbai,Ghatkopar,2025-01-18,01:07:15,Theft,19.092059,72.933196,5,39.5,True,False,RIDE-20478,2025-01-18,01:07:15,Ghatkopar,Worli,22.6,11.3,307.3,1.2,4.84,Completed,28.5,44.8,5.3,80.0,16.3,Thunderstorm,High,,0,12.0,0.0,0.23,Lack of police patrolling,Night,Female
1479,Mumbai,Kurla,2024-10-25,05:25:48,Snatching,19.094348,72.895233,6,19.1,True,False,RIDE-20479,2024-10-25,05:25:48,Kurla,Marine Lines,47.2,13.59,389.58,1.2,4.41,Completed,34.7,0.0,6.5,74.1,14.2,Clear,Medium,41.7,0,11.0,0.0,0.75,None,Morning,Male
1480,Delhi,Pitampura,2024-04-07,03:11:53,Robbery,28.68948,77.144339,7,14.6,False,False,RIDE-20480,2024-04-07,03:11:53,Pitampura,Rohini,60.5,15.18,417.66,1.0,4.43,Completed,33.4,0.0,2.4,50.1,27.3,Hazy,High,26.0,0,18.0,1.0,0.62,Rash driving near signal,Night,Male
1481,Delhi,Dwarka,2024-03-11,21:57:35,Robbery,28.600227,77.066393,9,39.3,False,False,RIDE-20481,2024-03-11,21:57:35,Dwarka,Paharganj,10.2,12.67,329.59,2.5,4.85,Completed,37.3,0.0,8.9,49.4,24.1,Overcast,Medium,36.9,0,3.0,3.0,0.53,Poor street lighting reported,Evening,Male
1482,Mumbai,Juhu,2024-09-03,13:06:43,Harassment,19.08614,72.842761,8,31.6,False,False,RIDE-20482,2024-09-03,13:06:43,Juhu,Worli,44.4,19.36,590.81,1.0,3.79,Completed,33.6,0.0,6.6,72.9,20.7,Overcast,Low,47.2,2,16.0,1.0,0.61,Lack of police patrolling,Afternoon,Male
1483,Delhi,Shahdara,2024-01-29,03:53:48,Stalking,28.670112,77.283034,6,11.0,True,True,RIDE-20483,2024-01-29,03:53:48,Shahdara,Noida Border (Mayur Vihar),31.8,31.1,856.97,1.0,4.29,Completed,32.6,52.2,6.6,52.2,24.3,Thunderstorm,High,28.1,1,15.0,3.0,0.41,Broken CCTV cameras,Night,Female
1484,Mumbai,Bandra West,2024-08-13,14:38:18,Harassment,19.045626,72.81849,7,35.9,True,False,RIDE-20484,2024-08-13,14:38:18,Bandra West,Malad West,36.2,27.96,738.89,1.0,4.33,Completed,35.1,0.0,3.9,75.4,28.3,Hazy,Low,51.7,0,17.0,2.0,0.85,None,Afternoon,Female
1485,Delhi,Dwarka,2024-07-02,22:59:10,Fraud,28.589793,77.025459,4,18.4,False,False,RIDE-20485,2024-07-02,22:59:10,Dwarka,Janakpuri,45.4,4.83,142.94,1.5,3.75,Completed,20.7,0.0,3.3,39.3,17.8,Hazy,High,25.8,0,19.0,2.0,0.65,Poor street lighting reported,Night,Female
1486,Delhi,Dwarka,2024-05-15,18:03:46,Theft,28.570817,77.054394,5,15.6,False,False,RIDE-20486,2024-05-15,18:03:46,Dwarka,Rohini,66.2,11.17,260.39,1.0,3.93,Completed,27.6,0.0,7.7,80.7,27.6,Clear,High,28.0,0,6.0,0.0,0.54,Broken CCTV cameras,Evening,Other
1487,Delhi,Rohini,2024-02-22,20:12:16,Vandalism,28.768409,77.076213,2,10.2,False,False,RIDE-20487,2024-02-22,20:12:16,Rohini,Lajpat Nagar,32.1,26.98,747.87,1.0,4.64,Completed,39.0,51.6,5.9,65.9,13.0,Rainy,Low,48.4,1,1.0,3.0,0.37,None,Evening,Male
1488,Mumbai,Marine Lines,2024-09-01,22:03:25,Burglary,18.950633,72.818539,6,22.7,True,False,RIDE-20488,2024-09-01,22:03:25,Marine Lines,Worli,19.5,25.88,590.39,1.2,3.63,Completed,32.1,0.0,1.3,67.7,26.8,Foggy,Medium,40.7,0,15.0,0.0,0.34,Isolated dark stretch near bus stop,Night,Male
1489,Mumbai,Thane West,2024-10-19,04:20:36,Fraud,19.229924,72.979242,3,5.4,True,False,RIDE-20489,2024-10-19,04:20:36,Thane West,Marine Lines,44.7,22.61,508.87,1.2,4.68,Completed,34.2,0.0,9.0,92.8,22.3,Clear,Low,52.1,0,20.0,2.0,0.91,Rash driving near signal,Night,Female
1490,Delhi,Karol Bagh,2024-11-18,02:41:05,Vandalism,28.641307,77.19598,4,20.5,True,True,RIDE-20490,2024-11-18,02:41:05,Karol Bagh,Pitampura,58.8,3.56,120.14,2.0,3.85,Completed,30.9,58.5,5.9,81.0,16.3,Rainy,Medium,36.5,0,15.0,3.0,0.54,None,Night,Female
1491,Mumbai,Borivali West,2024-09-11,22:54:09,Stalking,19.213196,72.862882,8,11.1,True,True,RIDE-20491,2024-09-11,22:54:09,Borivali West,Malad West,12.5,21.48,500.73,1.0,3.78,Completed,27.2,6.6,9.5,66.2,29.9,,Medium,39.7,0,19.0,0.0,0.38,Poor street lighting reported,Night,Male
1492,Delhi,Hauz Khas,2024-05-17,08:11:59,Assault,28.569388,77.183895,9,9.1,True,True,RIDE-20492,2024-05-17,08:11:59,Hauz Khas,Paharganj,63.0,11.18,321.62,1.0,4.3,Completed,38.8,15.7,9.8,80.4,28.4,Rainy,Medium,37.0,0,11.0,1.0,0.4,Drunkards roaming near park,Morning,Male
1493,Delhi,Chandni Chowk,2024-03-26,18:10:25,Assault,28.672208,77.214195,9,16.4,True,False,RIDE-20493,2024-03-26,18:10:25,Chandni Chowk,Noida Border (Mayur Vihar),60.8,13.42,331.3,1.2,4.34,Completed,24.3,0.0,6.9,76.0,13.1,Overcast,High,29.5,1,10.0,2.0,0.47,None,Evening,Male
1494,Delhi,Dwarka,2024-02-08,03:58:30,Vandalism,28.598259,77.064888,4,34.0,True,True,RIDE-20494,2024-02-08,03:58:30,Dwarka,Chandni Chowk,47.8,10.44,247.01,1.0,3.96,Completed,22.9,0.0,1.6,35.4,20.5,Foggy,Low,49.5,1,17.0,0.0,0.54,Isolated dark stretch near bus stop,Night,Male
1495,Delhi,Saket,2024-12-22,20:51:06,Theft,28.515366,77.182403,4,7.1,False,False,RIDE-20495,2024-12-22,20:51:06,Saket,Pitampura,33.0,15.97,444.23,1.0,4.39,Completed,18.2,0.0,2.1,,17.9,Hazy,Medium,40.6,0,5.0,2.0,0.25,Rash driving near signal,Evening,Female
1496,Mumbai,Chembur,2024-09-16,13:50:48,Assault,19.048608,72.877418,10,10.0,True,True,RIDE-20496,2024-09-16,13:50:48,Chembur,Borivali West,55.9,17.55,545.24,1.0,4.45,Completed,33.5,0.0,3.5,63.0,17.6,Foggy,Medium,39.7,0,3.0,3.0,0.52,Isolated dark stretch near bus stop,Afternoon,Female
1497,Mumbai,Bandra West,2025-02-14,09:23:40,Harassment,19.077151,72.848624,6,38.5,True,True,RIDE-20497,2025-02-14,09:23:40,Bandra West,Colaba,51.8,26.86,783.19,1.0,3.98,Completed,30.3,0.0,8.2,69.2,23.5,Clear,High,26.7,0,17.0,3.0,0.44,None,Morning,Female
1498,Delhi,Noida Border (Mayur Vihar),2024-08-17,20:50:28,Robbery,28.607531,77.294979,8,30.9,True,True,RIDE-20498,2024-08-17,20:50:28,Noida Border (Mayur Vihar),Rohini,33.8,17.7,484.39,1.0,3.81,Cancelled_by_User,31.0,49.9,8.7,36.4,6.6,Thunderstorm,Low,47.9,1,1.0,2.0,0.59,Rash driving near signal,Evening,Male
1499,Mumbai,Bandra West,2024-05-14,15:10:13,Robbery,19.035006,72.808993,8,9.9,True,True,RIDE-20499,2024-05-14,15:10:13,Bandra West,Borivali West,36.3,23.33,610.43,1.0,4.03,Completed,31.5,0.0,7.4,67.1,26.6,Overcast,Severe,16.0,0,17.0,3.0,0.4,Isolated dark stretch near bus stop,Afternoon,Male
1500,Delhi,Shahdara,2025-01-02,14:07:41,Vandalism,28.684878,77.283125,2,11.1,True,False,RIDE-20500,2025-01-02,14:07:41,Shahdara,Pitampura,56.6,8.91,258.15,1.0,4.76,Completed,40.9,0.0,9.5,37.8,15.3,Overcast,Low,47.6,0,11.0,0.0,0.34,Rash driving near signal,Afternoon,Male
1501,Mumbai,Dadar,2024-07-05,22:15:50,Assault,18.999994,72.867635,10,11.3,False,False,RIDE-20501,2024-07-05,22:15:50,Dadar,Powai,71.1,10.37,251.07,1.0,4.62,Completed,27.0,0.0,1.1,65.0,26.6,Foggy,Medium,41.7,0,4.0,1.0,0.32,Drunkards roaming near park,Night,Male
1502,Mumbai,Marine Lines,2024-03-30,14:04:10,Fraud,18.961831,72.82034,5,20.9,True,False,RIDE-20502,2024-03-30,14:04:10,Marine Lines,Powai,69.2,23.7,528.61,1.5,3.71,Cancelled_by_User,25.6,6.5,8.4,93.7,8.4,Rainy,Medium,40.4,1,2.0,1.0,0.91,None,Afternoon,Female
1503,Delhi,Okhla,2024-09-14,16:55:36,Snatching,24.663489,76.711309,7,29.0,False,False,RIDE-20503,2024-09-14,16:55:36,Okhla,Vasant Kunj,55.8,13.48,347.51,1.2,4.09,Completed,18.4,58.8,6.2,48.3,7.1,Rainy,Medium,40.8,0,15.0,0.0,0.83,Poor street lighting reported,Afternoon,Female
1504,Delhi,Paharganj,2025-02-02,04:41:36,Burglary,28.628803,77.225798,5,37.9,False,False,RIDE-20504,2025-02-02,04:41:36,Paharganj,Vasant Kunj,32.6,3.21,111.84,1.2,4.6,Completed,31.8,0.0,10.0,30.0,22.2,Clear,Medium,39.7,0,13.0,0.0,0.66,Lack of police patrolling,Night,Female
1505,Mumbai,Malad West,2024-08-26,21:08:03,Snatching,19.171362,72.829404,6,28.2,False,False,RIDE-20505,2024-08-26,21:08:03,Malad West,Andheri East,17.3,14.38,312.88,1.0,4.58,Completed,35.2,0.0,1.6,78.0,23.2,Hazy,Low,50.4,0,11.0,1.0,0.74,None,Evening,Female
1506,Delhi,Shahdara,2024-02-23,04:48:50,Theft,28.680931,77.296757,6,32.4,True,True,RIDE-20506,2024-02-23,04:48:50,Shahdara,Shahdara,35.7,17.98,545.2,1.2,3.99,Completed,18.4,50.3,6.0,75.8,29.9,Rainy,Medium,38.3,1,1.0,1.0,0.65,Drunkards roaming near park,Night,Female
1507,Mumbai,Marine Lines,2025-02-01,03:14:29,Snatching,18.92521,72.833128,5,16.9,True,True,RIDE-20507,2025-02-01,03:14:29,Marine Lines,Juhu,45.1,13.93,390.88,1.5,3.89,Completed,25.7,0.0,7.4,52.4,8.1,Clear,High,27.9,0,9.0,0.0,0.76,Rash driving near signal,Night,Female
1508,Delhi,Noida Border (Mayur Vihar),2024-10-29,00:26:14,Stalking,24.515943,78.373979,7,23.1,False,False,RIDE-20508,2024-10-29,00:26:14,Noida Border (Mayur Vihar),Okhla,17.0,11.92,362.91,1.5,4.45,Completed,24.0,0.0,5.6,62.0,27.7,Clear,Medium,39.0,2,15.0,2.0,0.73,Broken CCTV cameras,Night,Female
1509,Delhi,Pitampura,2024-05-25,13:53:11,Assault,28.677244,77.135541,9,8.9,True,False,RIDE-20509,2024-05-25,13:53:11,Pitampura,Pitampura,26.3,15.31,339.16,1.5,4.7,Completed,37.0,35.5,5.5,48.9,24.1,Thunderstorm,Low,48.0,0,18.0,0.0,0.23,Poor street lighting reported,Afternoon,Male
1510,Delhi,Pitampura,2024-02-25,10:45:03,Harassment,28.692312,77.11877,8,20.3,True,True,RIDE-20510,2024-02-25,10:45:03,Pitampura,Dwarka,13.5,23.52,560.54,1.5,3.93,Cancelled_by_Driver,22.8,0.0,2.2,31.9,9.9,Foggy,Low,49.6,0,17.0,2.0,0.92,None,Morning,Male
1511,Delhi,Vasant Kunj,2024-01-03,10:12:42,Burglary,28.516988,77.131884,7,25.9,False,False,RIDE-20511,2024-01-03,10:12:42,Vasant Kunj,Rohini,63.5,29.62,700.96,1.0,4.09,Completed,30.6,0.0,9.2,67.0,16.9,Clear,Low,52.9,0,14.0,0.0,0.26,None,Morning,Male
1512,Delhi,Chandni Chowk,2024-08-16,18:31:42,Burglary,28.626847,77.208691,5,5.3,False,False,RIDE-20512,2024-08-16,18:31:42,Chandni Chowk,Vasant Kunj,52.6,19.77,521.63,1.0,4.57,Completed,18.1,0.0,6.2,84.8,6.6,Overcast,High,25.3,0,17.0,0.0,0.84,Broken CCTV cameras,Evening,Male
1513,Mumbai,Kurla,2024-09-27,15:40:14,Stalking,19.077497,72.884345,8,28.7,True,False,RIDE-20513,2024-09-27,15:40:14,Kurla,Vashi (Navi Mumbai),36.9,20.29,550.44,2.0,4.93,Completed,29.8,0.0,1.8,60.5,9.4,Hazy,Medium,37.1,1,17.0,2.0,0.56,Poor street lighting reported,Afternoon,Male
1514,Mumbai,Chembur,2025-02-25,08:10:56,Burglary,19.057727,72.914851,7,27.8,False,False,RIDE-20514,2025-02-25,08:10:56,Chembur,Bandra West,23.9,4.0,147.55,1.5,3.66,Completed,33.6,39.5,5.5,91.9,28.4,Thunderstorm,Severe,18.8,0,20.0,3.0,0.83,Poor street lighting reported,Morning,Female
1515,Mumbai,Chembur,2024-11-16,18:18:59,Vandalism,19.076001,72.922626,4,6.5,True,False,RIDE-20515,2024-11-16,18:18:59,Chembur,Powai,70.3,28.88,641.82,1.5,4.18,Cancelled_by_User,35.1,36.4,7.2,72.8,15.9,Thunderstorm,Low,48.0,1,9.0,0.0,0.47,None,Evening,Male
1516,Delhi,Chandni Chowk,2024-10-15,02:19:38,Robbery,28.630285,77.24743,8,28.0,False,False,RIDE-20516,2024-10-15,02:19:38,Chandni Chowk,Okhla,20.3,28.78,759.83,1.5,4.4,Completed,35.4,0.0,2.2,81.6,21.8,Hazy,High,29.0,0,2.0,2.0,0.88,Rash driving near signal,Night,Female
1517,Delhi,Hauz Khas,2024-06-30,13:02:31,Stalking,28.563924,77.214606,6,14.2,True,True,RIDE-20517,2024-06-30,13:02:31,Hauz Khas,Okhla,62.6,18.82,432.63,1.0,4.67,Completed,25.0,7.5,8.0,50.3,21.0,Rainy,High,27.3,0,9.0,3.0,0.8,Drunkards roaming near park,Afternoon,Male
1518,Delhi,Janakpuri,2024-06-22,03:24:09,Fraud,28.604484,77.084997,5,24.9,False,False,RIDE-20518,2024-06-22,03:24:09,Janakpuri,Dwarka,63.7,14.5,373.43,1.2,4.36,Completed,30.8,0.0,2.5,61.8,27.0,Hazy,Low,48.6,0,17.0,3.0,0.37,None,Night,Female
1519,Mumbai,Andheri East,2024-04-19,03:37:57,Theft,19.119762,72.84787,4,16.9,False,False,RIDE-20519,2024-04-19,03:37:57,Andheri East,Worli,74.2,21.38,474.36,1.0,4.11,Completed,28.1,0.0,9.9,52.0,11.4,Clear,Medium,36.6,0,1.0,1.0,0.56,Drunkards roaming near park,Night,Male
1520,Delhi,Karol Bagh,2024-06-11,20:02:55,Burglary,28.65118,77.178809,6,24.4,True,True,RIDE-20520,2024-06-11,20:02:55,Karol Bagh,Saket,64.9,16.37,472.75,2.0,3.6,Completed,31.8,0.0,7.7,27.5,18.5,Overcast,Severe,14.0,0,18.0,1.0,0.73,None,Evening,Female
1521,Delhi,Hauz Khas,2024-06-16,19:11:58,Burglary,28.545085,77.21749,5,19.2,True,True,RIDE-20521,2024-06-16,19:11:58,Hauz Khas,Shahdara,45.0,26.24,596.91,1.0,4.43,Completed,25.5,0.0,9.5,30.4,13.5,Overcast,Medium,37.9,0,4.0,0.0,0.9,Drunkards roaming near park,Evening,Female
1522,Mumbai,Malad West,2024-05-06,22:59:24,Snatching,19.170029,72.865741,6,21.1,True,True,RIDE-20522,2024-05-06,22:59:24,Malad West,Thane West,54.4,4.33,160.12,1.5,4.71,Completed,31.8,10.5,7.9,64.7,20.0,Thunderstorm,Medium,36.0,0,19.0,2.0,0.44,Drunkards roaming near park,Night,Male
1523,Mumbai,Kurla,2024-07-11,21:55:17,Theft,19.076618,72.868446,5,24.0,False,False,RIDE-20523,2024-07-11,21:55:17,Kurla,Thane West,38.0,14.61,353.81,1.0,4.73,Cancelled_by_User,33.1,0.0,2.0,90.2,19.3,Hazy,High,26.9,0,8.0,1.0,0.44,Isolated dark stretch near bus stop,Evening,Male
1524,Mumbai,Worli,2025-02-13,12:56:24,Assault,19.009658,72.804126,9,10.6,False,False,RIDE-20524,2025-02-13,12:56:24,Worli,Thane West,31.9,11.03,259.48,1.2,4.02,Cancelled_by_User,34.3,11.5,5.8,58.1,24.1,Rainy,Medium,41.8,0,16.0,2.0,0.21,Drunkards roaming near park,Afternoon,Male
1525,Delhi,Pitampura,2024-05-23,22:06:05,Burglary,28.677367,77.114787,5,22.1,False,False,RIDE-20525,2024-05-23,22:06:05,Pitampura,Karol Bagh,44.7,17.75,420.21,1.5,4.97,Completed,29.5,0.0,2.5,58.5,9.9,Hazy,Low,50.5,1,12.0,3.0,0.56,None,Night,Female
1526,Mumbai,Chembur,2024-03-25,20:51:27,Stalking,24.806699,76.561404,7,37.1,False,False,RIDE-20526,2024-03-25,20:51:27,Chembur,Bandra West,23.3,9.91,307.79,1.0,4.15,Completed,29.5,0.0,,86.9,9.2,Clear,Severe,19.7,0,5.0,0.0,0.75,None,Evening,Female
1527,Mumbai,Malad West,2024-01-25,01:43:27,Assault,19.186173,72.867432,9,14.3,False,False,RIDE-20527,2024-01-25,01:43:27,Malad West,Borivali West,32.0,6.8,192.18,1.0,4.92,Completed,33.2,0.0,2.8,83.1,29.4,Foggy,High,28.7,1,3.0,3.0,0.73,None,Night,Female
1528,Delhi,Pitampura,2024-03-27,00:12:55,Fraud,28.684314,77.146625,4,33.5,True,False,RIDE-20528,2024-03-27,00:12:55,Pitampura,Okhla,40.9,23.57,610.48,1.5,4.41,Completed,25.9,0.0,2.9,27.0,20.2,Foggy,High,26.4,1,17.0,1.0,0.39,Poor street lighting reported,Night,Male
1529,Delhi,Okhla,2024-12-24,20:47:06,Harassment,28.552889,77.292255,6,18.3,False,False,RIDE-20529,2024-12-24,20:47:06,Okhla,Janakpuri,42.8,17.67,372.64,2.5,3.92,Completed,24.3,0.0,1.2,56.9,25.5,Foggy,High,29.1,0,,1.0,0.7,Isolated dark stretch near bus stop,Evening,Female
1530,Delhi,Pitampura,2024-11-25,19:07:09,Assault,28.674778,77.147712,8,22.4,False,False,RIDE-20530,2024-11-25,19:07:09,Pitampura,Karol Bagh,66.8,24.19,676.92,1.0,4.38,Completed,25.3,0.0,9.9,53.9,22.6,Clear,High,25.6,1,5.0,2.0,0.32,None,Evening,Male
1531,Delhi,Connaught Place,2024-07-14,22:16:11,Vandalism,28.649592,77.241025,4,33.9,False,False,RIDE-20531,2024-07-14,22:16:11,Connaught Place,Shahdara,24.7,15.76,403.01,1.5,3.73,Completed,18.7,0.0,3.8,34.4,27.0,Hazy,Low,48.0,1,2.0,1.0,0.68,None,Night,Female
1532,Delhi,Hauz Khas,2024-01-09,02:44:33,Fraud,22.409405,75.6479,3,36.8,True,True,RIDE-20532,2024-01-09,02:44:33,Hauz Khas,Lajpat Nagar,64.7,20.11,594.09,1.2,4.57,Completed,26.9,48.8,6.4,80.0,10.9,Rainy,Medium,41.6,0,3.0,0.0,0.61,Broken CCTV cameras,Night,Female
1533,Mumbai,Kurla,2024-06-10,09:26:55,Fraud,19.085154,72.902311,3,7.5,True,False,RIDE-20533,2024-06-10,09:26:55,Kurla,Bandra West,22.9,25.31,514.92,1.0,3.77,Completed,31.1,29.1,5.4,50.9,22.2,Thunderstorm,Medium,41.8,0,14.0,2.0,0.81,Isolated dark stretch near bus stop,Morning,Other
1534,Delhi,Connaught Place,2024-02-16,22:53:57,Burglary,28.626149,77.210248,7,33.1,True,True,RIDE-20534,2024-02-16,22:53:57,Connaught Place,Lajpat Nagar,31.1,14.27,431.07,1.0,4.43,Completed,36.2,0.0,7.1,57.9,12.4,Overcast,Low,50.2,0,20.0,,0.66,Isolated dark stretch near bus stop,Night,Other
1535,Delhi,Noida Border (Mayur Vihar),2024-10-11,16:57:40,Stalking,28.583771,77.281704,8,27.8,True,False,RIDE-20535,2024-10-11,16:57:40,Noida Border (Mayur Vihar),Janakpuri,60.8,4.64,139.03,1.0,4.04,Completed,34.6,0.0,6.2,26.3,7.2,Clear,Medium,40.2,3,15.0,1.0,0.63,Drunkards roaming near park,Afternoon,Male
1536,Delhi,Karol Bagh,2024-02-07,14:23:21,Assault,28.654065,77.165992,8,8.2,False,False,RIDE-20536,2024-02-07,14:23:21,Karol Bagh,Janakpuri,39.7,23.33,610.62,1.0,4.4,Completed,24.7,38.5,8.0,81.4,15.9,Rainy,Low,47.8,2,11.0,0.0,0.27,None,Afternoon,Male
1537,Delhi,Pitampura,2024-03-08,03:52:35,Assault,28.723785,77.157594,9,34.1,True,True,RIDE-20537,2024-03-08,03:52:35,Pitampura,Chandni Chowk,38.3,17.42,361.4,1.0,4.8,Completed,40.5,0.0,5.2,62.9,10.5,Clear,High,27.1,0,2.0,3.0,0.2,None,Night,Female
1538,Delhi,Paharganj,2024-03-24,17:39:20,Fraud,28.660681,77.2129,5,14.1,False,False,RIDE-20538,2024-03-24,17:39:20,Paharganj,Connaught Place,15.8,17.85,544.54,1.0,4.53,Completed,19.7,0.0,3.8,57.5,28.3,Hazy,High,25.0,0,12.0,,0.38,Rash driving near signal,Evening,Male
1539,Delhi,Noida Border (Mayur Vihar),2025-02-21,21:05:20,Snatching,28.583051,77.2789,5,30.8,True,False,RIDE-20539,2025-02-21,21:05:20,Noida Border (Mayur Vihar),Dwarka,71.6,27.93,680.42,1.0,3.57,Completed,34.3,0.0,1.0,54.0,27.7,Foggy,High,28.9,1,19.0,2.0,0.81,None,Evening,Female
1540,Mumbai,Juhu,2024-07-30,18:35:36,Vandalism,19.09385,72.833593,3,16.4,False,False,RIDE-20540,2024-07-30,18:35:36,Juhu,Marine Lines,26.7,30.72,830.68,1.2,4.94,Completed,26.4,0.0,1.9,74.2,10.3,Hazy,High,29.6,0,11.0,0.0,0.59,Rash driving near signal,Evening,Female
1541,Delhi,Pitampura,2024-08-27,09:13:56,Fraud,28.704539,77.124489,3,19.8,False,False,RIDE-20541,2024-08-27,09:13:56,Pitampura,Lajpat Nagar,59.7,26.8,630.37,1.0,3.59,Completed,35.9,0.0,7.2,60.3,10.5,Clear,High,26.5,0,18.0,1.0,0.93,Drunkards roaming near park,Morning,Male
1542,Delhi,Rohini,2024-03-11,17:03:21,Theft,28.735893,77.077557,5,14.0,True,True,RIDE-20542,2024-03-11,17:03:21,Rohini,Connaught Place,35.6,15.75,368.75,2.0,3.74,Completed,18.8,0.0,9.7,79.1,13.1,Overcast,Low,50.8,0,1.0,0.0,0.75,Poor street lighting reported,Evening,Female
1543,Mumbai,Andheri East,2024-02-18,19:43:01,Vandalism,19.138439,72.867835,3,29.3,False,False,RIDE-20543,2024-02-18,19:43:01,Andheri East,Borivali West,54.3,4.09,137.41,1.0,4.58,Completed,35.3,42.5,10.0,90.2,21.7,Thunderstorm,Low,52.4,1,19.0,2.0,0.38,Broken CCTV cameras,Evening,Female
1544,Mumbai,Bandra West,2024-06-12,03:21:13,Harassment,25.009761,77.658413,6,36.6,False,False,RIDE-20544,2024-06-12,03:21:13,Bandra West,Juhu,72.8,21.81,580.07,1.2,4.43,Completed,33.2,0.0,8.5,88.0,16.6,Clear,Medium,41.6,1,19.0,2.0,0.41,None,Night,Male
1545,Mumbai,Chembur,2024-05-27,21:39:13,Harassment,19.06475,72.877788,7,4.4,False,False,RIDE-20545,2024-05-27,21:39:13,Chembur,Malad West,68.3,6.0,158.43,1.0,3.82,Completed,24.9,0.0,6.5,77.6,7.3,Clear,Low,50.9,1,20.0,1.0,0.66,Broken CCTV cameras,Evening,Other
1546,Mumbai,Juhu,2024-01-24,11:24:04,Assault,19.120002,72.846765,8,37.9,True,True,RIDE-20546,2024-01-24,11:24:04,Juhu,Bandra West,51.9,14.23,374.53,1.5,3.59,Completed,24.5,0.0,3.1,60.9,17.0,Foggy,Medium,40.1,1,7.0,1.0,0.74,None,Morning,Female
1547,Mumbai,Kurla,2024-01-02,12:31:29,Robbery,19.082544,72.908828,7,9.7,False,False,RIDE-20547,2024-01-02,12:31:29,Kurla,Juhu,10.5,7.24,185.84,1.0,4.98,Completed,27.4,30.3,6.3,76.2,20.7,Rainy,High,28.4,1,8.0,1.0,0.3,Drunkards roaming near park,Afternoon,Female
1548,Delhi,Paharganj,2024-08-03,21:02:22,Harassment,28.619062,77.228773,8,24.0,True,False,RIDE-20548,2024-08-03,21:02:22,Paharganj,Saket,43.2,9.67,245.79,1.0,4.09,Completed,39.5,0.0,2.0,83.5,27.8,Foggy,Medium,41.3,0,18.0,3.0,0.3,,Evening,Female
1549,Delhi,Noida Border (Mayur Vihar),2024-03-26,12:02:14,Stalking,28.587386,77.299671,7,35.8,True,False,RIDE-20549,2024-03-26,12:02:14,Noida Border (Mayur Vihar),Pitampura,10.6,22.98,559.4,1.0,3.88,Cancelled_by_Driver,18.0,29.5,5.5,45.7,9.1,Rainy,High,28.3,0,14.0,1.0,0.87,None,Afternoon,Other
1550,Delhi,Pitampura,2024-09-24,18:58:31,Vandalism,28.707013,77.116776,2,24.4,False,False,RIDE-20550,2024-09-24,18:58:31,Pitampura,Saket,16.9,5.81,176.01,1.0,4.33,Completed,29.1,58.5,5.8,66.4,14.5,Thunderstorm,Medium,40.3,1,11.0,1.0,0.86,None,Evening,Male
1551,Delhi,Pitampura,2024-11-07,04:32:58,Vandalism,28.704194,77.124197,3,32.9,False,False,RIDE-20551,2024-11-07,04:32:58,Pitampura,Karol Bagh,31.6,28.52,810.13,2.5,3.71,Completed,22.3,0.0,6.1,42.7,8.2,Clear,Severe,19.9,0,5.0,0.0,0.56,Poor street lighting reported,Night,Male
